,url,domain,havingIP,getLength,tinyURL,redirection,httpDomain,web_traffic,ServerFormHandler,UsingPopupWindow,domainAge,domainEnd,NonStdPort,forwarding,rightClick
153,https://www.west-windconsulting.com/,west-windconsulting.com,0,0,0,0,0,1,1,-1,1,1,1,0,0
154,https://www.improcom.com/shop,improcom.com,0,0,0,0,0,0,1,-1,0,1,1,0,0
155,https://www.journeysinternational.com/,journeysinternational.com,0,0,0,0,0,1,1,-1,0,0,1,0,0
156,https://www.townofdublin.org/boards,townofdublin.org,0,0,0,0,0,0,0,-1,0,0,1,0,0
157,https://www.fujikawa-net.co.jp/tv/street_camera.php,fujikawa-net.co.jp,0,0,1,0,0,1,1,-1,1,1,1,0,0
158,https://www.crnwireless.com/product-and-solutions-overview/,crnwireless.com,0,0,0,0,0,1,1,-1,0,1,1,0,0
159,https://www.tswfast.com/Account.do,tswfast.com,0,0,1,0,0,1,1,-1,0,0,1,0,0
160,https://www.dukeshotel.com/contact/,dukeshotel.com,0,0,0,0,0,0,1,-1,1,0,1,0,0
161,https://www.tlgaerospace.com/services/overview/,tlgaerospace.com,0,0,0,0,0,0,1,-1,0,1,1,0,0
162,https://www.avans.nl/over-avans/alumni,avans.nl,0,0,0,0,0,1,0,-1,1,1,1,0,0
163,https://www.adlens.com/careers/,adlens.com,0,0,0,0,0,0,1,-1,0,1,1,0,0
164,https://www.mectro.no/kretskortmontasje.html,mectro.no,0,0,0,0,0,1,1,-1,1,1,1,0,0
165,https://www.ion-systems.net/wp-includes/wlwmanifest.xml,ion-systems.net,0,0,0,0,0,1,1,-1,0,1,1,0,0
166,https://www.wfsdallas.com/about,wfsdallas.com,0,0,0,0,0,0,1,-1,0,1,1,0,0
167,https://www.frisq.se/care/,frisq.se,0,0,0,0,0,0,1,-1,0,1,1,0,0
168,https://www.tdm.de/feed/,tdm.de,0,0,0,0,0,0,1,-1,1,1,1,0,0
169,https://www.fredburackco.com/fred_burack_co_inc,fredburackco.com,0,0,0,0,0,1,-1,-1,0,0,1,1,1
170,https://pokagonfund.org/what-we-fund/funding-focus,pokagonfund.org,0,0,0,0,0,1,1,-1,0,1,1,0,0
171,https://www.centrelakeimaging.com/services,centrelakeimaging.com,0,0,0,0,0,0,-1,-1,0,0,1,1,1
172,https://www.annapoliscopy.com/order/,annapoliscopy.com,0,0,0,0,0,1,0,-1,0,1,1,0,0
173,https://www.fornex.com/,fornex.com,0,0,1,0,0,0,1,-1,0,1,1,0,0
174,https://www.yogurt-land.com/realrewards,yogurt-land.com,0,0,0,0,0,0,1,-1,1,1,1,0,0
175,http://hcet.org/services/program-support-evaluation,hcet.org,0,0,0,0,0,0,1,-1,0,1,1,0,0
176,https://www.broadcastsolutions.tv/feed/,broadcastsolutions.tv,0,0,0,0,0,1,1,-1,0,1,1,0,0
